log-count,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,casual,registered,day,year,month,hour,weekday
5.365976015,2,0,1,3,22.96,26.515,88,8.9981,24,189,18,2011,5,20,2
4.454347296,2,0,1,1,21.32,25,88,0,11,74,18,2011,5,21,2
4.770684624,2,0,1,1,21.32,25,83,0,14,103,18,2011,5,22,2
4.094344562,2,0,1,1,21.32,25,94,6.0032,10,49,18,2011,5,23,2
3.401197382,2,0,1,1,21.32,25,94,7.0015,6,23,19,2011,5,0,3
1.945910149,2,0,1,1,20.5,24.24,94,0,2,4,19,2011,5,1,3
2.772588722,2,0,1,1,20.5,24.24,94,0,3,12,19,2011,5,2,3
1.609437912,2,0,1,1,19.68,23.485,100,0,1,3,19,2011,5,3,3
1.791759469,2,0,1,1,19.68,23.485,94,0,2,3,19,2011,5,4,3
3.295836866,2,0,1,1,19.68,23.485,94,0,2,24,19,2011,5,5,3
4.644390899,2,0,1,2,20.5,24.24,94,0,17,86,19,2011,5,6,3
5.552959585,2,0,1,2,20.5,24.24,100,0,18,239,19,2011,5,7,3
6.190315406,2,0,1,2,21.32,25,88,0,34,453,19,2011,5,8,3
5.379897354,2,0,1,2,22.14,25.76,88,6.0032,40,176,19,2011,5,9,3
4.875197323,2,0,1,2,22.14,25.76,83,0,35,95,19,2011,5,10,3
5.105945474,2,0,1,3,22.14,25.76,88,11.0014,53,111,19,2011,5,11,3
5.129898715,2,0,1,2,23.78,27.275,78,7.0015,38,130,19,2011,5,12,3
5.214935758,2,0,1,3,23.78,27.275,64,16.9979,44,139,19,2011,5,13,3
5.198497031,2,0,1,3,22.14,25.76,73,12.998,43,137,19,2011,5,14,3
5.241747015,2,0,1,1,22.96,26.515,78,11.0014,63,125,19,2011,5,15,3
5.713732806,2,0,1,1,23.78,27.275,64,12.998,55,247,19,2011,5,16,3
6.306275287,2,0,1,1,22.96,26.515,78,11.0014,60,487,19,2011,5,17,3
6.242223265,2,0,1,1,24.6,31.06,55,11.0014,59,454,19,2011,5,18,3
6.018593214,2,0,1,1,23.78,27.275,60,8.9981,65,345,19,2011,5,19,3
5.645446898,2,0,1,1,22.14,25.76,77,19.0012,46,236,19,2011,5,20,3
5.347107531,2,0,1,1,22.14,25.76,77,19.0012,29,180,19,2011,5,21,3
4.382026635,2,0,1,3,20.5,24.24,82,19.9995,11,68,19,2011,5,22,3
4.290459441,2,0,1,1,19.68,23.485,94,0,9,63,19,2011,5,23,3
3.218875825,2,0,1,1,22.96,26.515,88,6.0032,3,21,17,2011,6,0,4
3.17805383,2,0,1,1,22.96,26.515,94,8.9981,4,19,17,2011,6,1,4
2.63905733,2,0,1,1,22.96,26.515,94,7.0015,2,11,17,2011,6,2,4
1.945910149,2,0,1,1,22.96,26.515,94,7.0015,1,5,17,2011,6,3,4
1.945910149,2,0,1,1,22.14,25.76,94,8.9981,1,5,17,2011,6,4,4
2.63905733,2,0,1,1,22.14,25.76,100,0,1,12,17,2011,6,5,4
4.584967479,2,0,1,1,22.96,26.515,94,0,8,89,17,2011,6,6,4
5.525452939,2,0,1,1,24.6,28.03,83,0,25,225,17,2011,6,7,4
6.120297419,2,0,1,2,24.6,28.03,83,0,28,426,17,2011,6,8,4
5.416100402,2,0,1,1,28.7,32.575,58,12.998,28,196,17,2011,6,9,4
5.141663557,2,0,1,1,28.7,32.575,58,12.998,44,126,17,2011,6,10,4
5.204006687,2,0,1,1,27.88,31.82,69,16.9979,43,138,17,2011,6,11,4
5.497168225,2,0,1,1,28.7,32.575,65,16.9979,49,194,17,2011,6,12,4
5.323009979,2,0,1,1,30.34,34.09,62,19.0012,48,156,17,2011,6,13,4
5.375278408,2,0,1,1,31.16,34.85,52,12.998,73,142,17,2011,6,14,4
5.497168225,2,0,1,1,31.98,34.85,43,15.0013,62,181,17,2011,6,15,4
5.874930731,2,0,1,1,31.16,34.09,45,11.0014,69,286,17,2011,6,16,4
6.315358002,2,0,1,3,31.16,34.09,40,12.998,85,467,17,2011,6,17,4
6.11146734,2,0,1,3,31.16,34.09,40,12.998,62,388,17,2011,6,18,4
5.796057751,2,0,1,3,26.24,28.79,83,16.9979,53,275,17,2011,6,19,4
5.451038454,2,0,1,1,26.24,29.545,78,7.0015,40,192,17,2011,6,20,4
5.342334252,2,0,1,1,26.24,29.545,78,6.0032,49,159,17,2011,6,21,4
5.170483995,2,0,1,1,25.42,28.03,88,8.9981,48,127,17,2011,6,22,4
5.187385806,2,0,1,1,25.42,28.79,83,8.9981,37,141,17,2011,6,23,4
4.65396035,2,0,0,1,25.42,28.03,88,8.9981,21,83,18,2011,6,0,5
4.564348191,2,0,0,1,25.42,28.79,83,7.0015,15,80,18,2011,6,1,5
3.988984047,2,0,0,1,24.6,27.275,88,0,16,37,18,2011,6,2,5
3.044522438,2,0,0,1,24.6,27.275,88,6.0032,4,16,18,2011,6,3,5
1.791759469,2,0,0,1,24.6,27.275,88,6.0032,1,4,18,2011,6,4,5
2.079441542,2,0,0,1,25.42,28.79,83,0,1,6,18,2011,6,5,5
3.33220451,2,0,0,1,25.42,28.79,83,7.0015,9,18,18,2011,6,6,5
4.060443011,2,0,0,1,26.24,29.545,78,8.9981,12,45,18,2011,6,7,5
4.882801923,2,0,0,1,27.06,30.305,78,6.0032,28,103,18,2011,6,8,5
5.38907173,2,0,0,1,28.7,32.575,61,15.0013,62,156,18,2011,6,9,5
5.501258211,2,0,0,1,29.52,34.09,62,12.998,68,176,18,2011,6,10,5
6.003887067,2,0,0,1,29.52,34.09,62,8.9981,134,270,18,2011,6,11,5
6.042632834,2,0,0,1,30.34,34.85,66,6.0032,162,258,18,2011,6,12,5
5.793013608,2,0,0,1,31.16,34.85,55,0,135,192,18,2011,6,13,5
5.814130532,2,0,0,2,32.8,36.365,46,19.0012,138,196,18,2011,6,14,5
5.908082938,2,0,0,2,33.62,37.88,46,8.9981,153,214,18,2011,6,15,5
6.150602768,2,0,0,2,31.16,34.85,52,15.0013,193,275,18,2011,6,16,5
6.109247583,2,0,0,2,31.16,34.09,48,11.0014,210,239,18,2011,6,17,5
5.945420609,2,0,0,2,30.34,34.09,55,12.998,118,263,18,2011,6,18,5
5.789960171,2,0,0,2,30.34,33.335,51,7.0015,99,227,18,2011,6,19,5
5.241747015,2,0,0,2,29.52,33.335,58,8.9981,61,127,18,2011,6,20,5
5.214935758,2,0,0,2,29.52,34.09,66,7.0015,58,125,18,2011,6,21,5
5.087596335,2,0,0,2,29.52,34.09,62,8.9981,56,105,18,2011,6,22,5
5.017279837,2,0,0,2,29.52,34.09,62,0,53,97,18,2011,6,23,5
4.49980967,2,0,0,1,28.7,32.575,65,0,18,71,19,2011,6,0,6
4.343805422,2,0,0,2,28.7,32.575,65,6.0032,17,59,19,2011,6,1,6
4.290459441,2,0,0,1,27.88,31.82,74,6.0032,13,59,19,2011,6,2,6
3.433987204,2,0,0,2,27.06,30.305,78,8.9981,14,16,19,2011,6,3,6
2.890371758,2,0,0,2,27.06,31.06,74,8.9981,7,10,19,2011,6,4,6
2.995732274,2,0,0,2,27.06,30.305,78,0,7,12,19,2011,6,5,6
3.526360525,2,0,0,2,27.06,30.305,78,11.0014,11,22,19,2011,6,6,6
4.276666119,2,0,0,2,27.06,30.305,78,11.0014,35,36,19,2011,6,7,6
4.442651256,2,0,0,3,27.88,31.82,74,7.0015,25,59,19,2011,6,8,6
5.135798437,2,0,0,2,27.88,31.82,74,7.0015,58,111,19,2011,6,9,6
5.501258211,2,0,0,2,28.7,32.575,61,7.0015,86,158,19,2011,6,10,6
5.934894196,2,0,0,2,29.52,33.335,58,6.0032,141,236,19,2011,6,11,6
5.983936281,2,0,0,2,30.34,34.09,55,6.0032,141,255,19,2011,6,12,6
5.897153868,2,0,0,2,30.34,33.335,51,0,149,214,19,2011,6,13,6
5.762051383,2,0,0,3,30.34,34.09,58,7.0015,124,193,19,2011,6,14,6
5.894402834,2,0,0,2,30.34,34.09,55,7.0015,146,216,19,2011,6,15,6
5.937536205,2,0,0,2,31.16,34.09,48,0,121,257,19,2011,6,16,6
5.986452005,2,0,0,1,30.34,33.335,51,0,159,238,19,2011,6,17,6
5.693732139,2,0,0,2,30.34,34.09,58,6.0032,78,218,19,2011,6,18,6
5.743003188,2,0,0,1,29.52,34.09,62,8.9981,94,217,19,2011,6,19,6
5.451038454,2,0,0,1,28.7,32.575,70,12.998,86,146,19,2011,6,20,6
5.123963979,2,0,0,1,27.88,31.82,79,8.9981,57,110,19,2011,6,21,6
5.030437921,2,0,0,1,27.06,30.305,78,15.0013,38,114,19,2011,6,22,6
4.532599493,2,0,0,1,27.06,30.305,78,12.998,14,78,19,2011,6,23,6
4.836281907,3,0,0,1,27.06,31.06,65,15.0013,34,91,17,2011,7,0,6
4.634728988,3,0,0,1,26.24,30.305,69,12.998,16,86,17,2011,7,1,6
4.553876892,3,0,0,1,26.24,30.305,69,15.0013,28,66,17,2011,7,2,6
3.871201011,3,0,0,1,26.24,30.305,69,15.0013,21,26,17,2011,7,3,6
2.397895273,3,0,0,1,25.42,29.545,73,11.0014,4,6,17,2011,7,4,6
2.564949357,3,0,0,1,26.24,30.305,69,15.0013,4,8,17,2011,7,5,6
3.091042453,3,0,0,1,25.42,29.545,73,11.0014,10,11,17,2011,7,6,6
3.931825633,3,0,0,1,26.24,30.305,73,11.0014,20,30,17,2011,7,7,6
4.779123493,3,0,0,1,27.88,31.82,65,15.0013,45,73,17,2011,7,8,6
5.220355825,3,0,0,1,29.52,33.335,58,15.0013,74,110,17,2011,7,9,6
5.720311777,3,0,0,1,30.34,34.09,60,15.0013,127,177,17,2011,7,10,6
5.97126184,3,0,0,1,31.16,34.85,55,19.0012,147,244,17,2011,7,11,6
6.042632834,3,0,0,1,31.16,34.85,55,19.0012,177,243,17,2011,7,12,6
6.159095388,3,0,0,1,32.8,37.12,49,19.9995,200,272,17,2011,7,13,6
6.06610809,3,0,0,1,32.8,37.12,49,23.9994,168,262,17,2011,7,14,6
5.783825182,3,0,0,1,33.62,37.12,43,19.9995,129,195,17,2011,7,15,6
5.762051383,3,0,0,1,32.8,36.365,46,19.9995,129,188,17,2011,7,16,6
5.913503006,3,0,0,1,32.8,37.12,49,26.0027,133,236,17,2011,7,17,6
5.96870756,3,0,0,1,32.8,36.365,46,19.9995,147,243,17,2011,7,18,6
5.940171253,3,0,0,1,31.16,34.85,55,19.0012,145,234,17,2011,7,19,6
5.572154032,3,0,0,1,31.16,35.605,58,16.9979,85,177,17,2011,7,20,6
5.33753808,3,0,0,1,30.34,34.09,62,15.0013,59,148,17,2011,7,21,6
5.204006687,3,0,0,1,29.52,34.09,66,15.0013,65,116,17,2011,7,22,6
4.543294782,3,0,0,1,28.7,33.335,74,8.9981,39,54,17,2011,7,23,6
3.951243719,3,0,1,1,28.7,33.335,74,8.9981,21,30,18,2011,7,0,0
3.258096538,3,0,1,1,28.7,33.335,74,15.0013,17,8,18,2011,7,1,0
2.397895273,3,0,1,1,27.06,30.305,83,15.0013,2,8,18,2011,7,2,0
2.079441542,3,0,1,1,27.06,30.305,78,12.998,3,4,18,2011,7,3,0
1.609437912,3,0,1,1,26.24,29.545,78,11.0014,1,3,18,2011,7,4,0
2.890371758,3,0,1,1,26.24,29.545,78,7.0015,2,15,18,2011,7,5,0
4.663439094,3,0,1,1,26.24,28.79,83,7.0015,10,95,18,2011,7,6,0
5.627621114,3,0,1,1,27.88,31.82,74,15.0013,22,255,18,2011,7,7,0
5.85220248,3,0,1,1,28.7,32.575,70,12.998,18,329,18,2011,7,8,0
5.318119994,3,0,1,1,30.34,34.85,67,15.0013,33,170,18,2011,7,9,0
4.875197323,3,0,1,1,31.16,35.605,62,12.998,52,78,18,2011,7,10,0
4.955827058,3,0,1,1,32.8,37.88,55,6.0032,42,99,18,2011,7,11,0
5.111987788,3,0,1,1,32.8,38.635,59,12.998,39,126,18,2011,7,12,0
5.030437921,3,0,1,1,33.62,39.395,56,16.9979,27,125,18,2011,7,13,0
4.934473933,3,0,1,1,33.62,39.395,56,22.0028,32,106,18,2011,7,14,0
5.105945474,3,0,1,1,34.44,40.15,53,22.0028,53,111,18,2011,7,15,0
5.583496309,3,0,1,1,34.44,40.15,53,19.0012,45,220,18,2011,7,16,0
6.302618976,3,0,1,1,34.44,39.395,49,22.0028,72,473,18,2011,7,17,0
6.326149473,3,0,1,1,33.62,38.635,49,23.9994,80,478,18,2011,7,18,0
5.988961417,3,0,1,1,32.8,37.88,55,15.0013,63,335,18,2011,7,19,0
5.780743516,3,0,1,1,31.98,37.12,59,15.0013,91,232,18,2011,7,20,0
5.313205979,3,0,1,1,30.34,34.85,66,12.998,48,154,18,2011,7,21,0
4.94875989,3,0,1,1,31.16,36.365,66,15.0013,36,104,18,2011,7,22,0
4.521788577,3,0,1,1,30.34,34.85,66,11.0014,32,59,18,2011,7,23,0
3.951243719,3,0,1,1,30.34,34.85,66,7.0015,25,26,19,2011,7,0,1
2.63905733,3,0,1,2,30.34,34.85,66,8.9981,7,6,19,2011,7,1,1
2.63905733,3,0,1,1,29.52,34.09,70,11.0014,9,4,19,2011,7,2,1
1.386294361,3,0,1,1,29.52,34.09,70,11.0014,2,1,19,2011,7,3,1
1.791759469,3,0,1,1,29.52,34.09,70,8.9981,1,4,19,2011,7,4,1
2.995732274,3,0,1,2,28.7,33.335,74,7.0015,0,19,19,2011,7,5,1
4.905274778,3,0,1,2,29.52,34.85,74,7.0015,8,126,19,2011,7,6,1
5.755742214,3,0,1,2,30.34,34.85,70,11.0014,28,287,19,2011,7,7,1
6.023447593,3,0,1,2,31.16,36.365,70,11.0014,31,381,19,2011,7,8,1
5.298317367,3,0,1,2,32.8,39.395,63,8.9981,22,177,19,2011,7,9,1
4.955827058,3,0,1,2,33.62,39.395,56,11.0014,29,112,19,2011,7,10,1
4.852030264,3,0,1,1,33.62,40.15,59,0,29,98,19,2011,7,11,1
5.036952602,3,0,1,1,34.44,40.91,56,6.0032,26,127,19,2011,7,12,1
5.153291594,3,0,1,1,35.26,41.665,53,7.0015,33,139,19,2011,7,13,1
5.030437921,3,0,1,1,35.26,40.91,50,12.998,41,111,19,2011,7,14,1
5.068904202,3,0,1,1,36.08,40.91,44,12.998,48,110,19,2011,7,15,1
5.627621114,3,0,1,1,36.9,42.425,42,19.9995,61,216,19,2011,7,16,1
6.242223265,3,0,1,1,32.8,40.15,66,0,68,445,19,2011,7,17,1
6.274762021,3,0,1,1,32.8,40.15,66,8.9981,80,450,19,2011,7,18,1
5.963579344,3,0,1,1,31.16,37.12,75,12.998,54,334,19,2011,7,19,1
5.627621114,3,0,1,1,30.34,36.365,74,6.0032,48,229,19,2011,7,20,1
5.488937726,3,0,1,1,30.34,35.605,74,8.9981,47,194,19,2011,7,21,1
5.056245805,3,0,1,1,30.34,35.605,74,0,36,120,19,2011,7,22,1
4.532599493,3,0,1,3,29.52,34.85,79,11.0014,19,73,19,2011,7,23,1
3.218875825,3,0,1,1,27.06,31.06,69,6.0032,8,16,17,2011,8,0,2
2.708050201,3,0,1,1,26.24,30.305,73,11.0014,2,12,17,2011,8,1,2
1.945910149,3,0,1,1,27.06,31.06,69,0,0,6,17,2011,8,2,2
1.791759469,3,0,1,1,26.24,29.545,78,0,1,4,17,2011,8,3,2
1.791759469,3,0,1,1,26.24,30.305,73,0,0,5,17,2011,8,4,2
3.36729583,3,0,1,1,26.24,30.305,73,0,0,28,17,2011,8,5,2
4.663439094,3,0,1,1,25.42,29.545,78,0,4,101,17,2011,8,6,2
5.733341277,3,0,1,1,27.06,31.06,65,6.0032,12,296,17,2011,8,7,2
6.190315406,3,0,1,1,28.7,32.575,54,11.0014,35,452,17,2011,8,8,2
5.347107531,3,0,1,1,30.34,33.335,48,6.0032,31,178,17,2011,8,9,2
4.779123493,3,0,1,1,31.16,34.09,43,6.0032,27,91,17,2011,8,10,2
4.859812404,3,0,1,1,31.98,34.85,43,7.0015,20,108,17,2011,8,11,2
5.247024072,3,0,1,1,32.8,36.365,43,19.0012,26,163,17,2011,8,12,2
5.176149733,3,0,1,1,32.8,35.605,41,12.998,38,138,17,2011,8,13,2
5.262690189,3,0,1,1,33.62,36.365,36,11.0014,54,138,17,2011,8,14,2
5.075173815,3,0,1,1,32.8,36.365,43,8.9981,42,117,17,2011,8,15,2
5.707110265,3,0,1,1,33.62,37.12,43,15.0013,62,238,17,2011,8,16,2
6.315358002,3,0,1,1,32.8,37.12,49,15.0013,46,506,17,2011,8,17,2
6.32256524,3,0,1,1,31.16,34.85,55,16.9979,86,470,17,2011,8,18,2
5.85220248,3,0,1,1,31.16,34.85,55,15.0013,50,297,17,2011,8,19,2
5.638354669,3,0,1,1,30.34,34.09,58,16.9979,37,243,17,2011,8,20,2
5.442417711,3,0,1,1,29.52,34.09,62,15.0013,38,192,17,2011,8,21,2
5.147494477,3,0,1,1,28.7,32.575,65,12.998,29,142,17,2011,8,22,2
4.663439094,3,0,1,1,28.7,32.575,65,19.0012,20,85,17,2011,8,23,2
4.043051268,3,0,1,1,27.88,31.82,65,8.9981,18,38,18,2011,8,0,3
3.218875825,3,0,1,2,27.06,31.06,65,11.0014,13,11,18,2011,8,1,3
1.945910149,3,0,1,1,27.06,31.06,65,15.0013,2,4,18,2011,8,2,3
1.945910149,3,0,1,1,27.06,31.06,69,19.0012,0,6,18,2011,8,3,3
2.302585093,3,0,1,1,26.24,30.305,73,15.0013,0,9,18,2011,8,4,3
3.33220451,3,0,1,1,26.24,29.545,78,19.0012,0,27,18,2011,8,5,3
4.644390899,3,0,1,2,26.24,29.545,78,16.9979,6,97,18,2011,8,6,3
5.733341277,3,0,1,1,26.24,29.545,78,19.9995,19,289,18,2011,8,7,3
6.042632834,3,0,1,1,27.06,31.06,74,19.0012,27,393,18,2011,8,8,3
5.433722004,3,0,1,1,29.52,34.09,66,16.9979,42,186,18,2011,8,9,3
4.86753445,3,0,1,1,30.34,34.85,66,16.9979,37,92,18,2011,8,10,3
4.955827058,3,0,1,1,31.16,35.605,58,16.9979,44,97,18,2011,8,11,3
5.159055299,3,0,1,1,32.8,37.12,52,19.0012,34,139,18,2011,8,12,3
5.236441963,3,0,1,1,32.8,37.12,52,23.9994,33,154,18,2011,8,13,3
5.209486153,3,0,1,1,33.62,37.88,46,22.0028,67,115,18,2011,8,14,3
5.164785974,3,0,1,1,32.8,36.365,46,23.9994,56,118,18,2011,8,15,3
5.505331536,3,0,1,1,32.8,36.365,46,23.9994,49,196,18,2011,8,16,3
6.01615716,3,0,1,3,32.8,36.365,46,19.9995,44,365,18,2011,8,17,3
5.616771098,3,0,1,3,31.16,34.85,55,16.9979,48,226,18,2011,8,18,3
4.955827058,3,0,1,1,27.06,30.305,83,7.0015,26,115,18,2011,8,19,3
5.111987788,3,0,1,1,27.06,30.305,83,7.0015,24,141,18,2011,8,20,3
5.010635294,3,0,1,2,27.88,31.82,79,0,12,137,18,2011,8,21,3
4.912654886,3,0,1,2,28.7,33.335,74,7.0015,18,117,18,2011,8,22,3
4.744932128,3,0,1,2,28.7,33.335,74,8.9981,20,94,18,2011,8,23,3
4.143134726,3,0,1,3,27.88,31.82,69,12.998,9,53,19,2011,8,0,4
3.044522438,3,0,1,3,26.24,28.79,89,0,1,19,19,2011,8,1,4
2.197224577,3,0,1,3,26.24,28.79,83,0,0,8,19,2011,8,2,4
1.386294361,3,0,1,1,26.24,29.545,78,0,2,1,19,2011,8,3,4
2.197224577,3,0,1,1,26.24,28.79,83,0,1,7,19,2011,8,4,4
2.890371758,3,0,1,1,26.24,28.79,83,0,1,16,19,2011,8,5,4
4.543294782,3,0,1,1,26.24,28.79,83,0,2,91,19,2011,8,6,4
5.575949103,3,0,1,2,27.06,30.305,83,6.0032,12,251,19,2011,8,7,4
5.988961417,3,0,1,2,27.06,30.305,83,0,30,368,19,2011,8,8,4
5.38907173,3,0,1,1,28.7,32.575,65,8.9981,31,187,19,2011,8,9,4
5.111987788,3,0,1,1,29.52,34.09,62,6.0032,57,108,19,2011,8,10,4
5.111987788,3,0,1,2,29.52,34.09,66,6.0032,45,120,19,2011,8,11,4
5.407171771,3,0,1,2,30.34,34.09,62,6.0032,54,168,19,2011,8,12,4
5.451038454,3,0,1,2,31.16,35.605,62,12.998,63,169,19,2011,8,13,4
5.398162702,3,0,1,1,31.98,36.365,55,12.998,78,142,19,2011,8,14,4
5.407171771,3,0,1,1,32.8,37.12,49,7.0015,66,156,19,2011,8,15,4
5.793013608,3,0,1,1,32.8,37.12,49,0,66,261,19,2011,8,16,4
6.269096284,3,0,1,1,31.16,35.605,58,35.0008,85,442,19,2011,8,17,4
6.054439346,3,0,1,1,31.16,35.605,58,35.0008,88,337,19,2011,8,18,4
5.111987788,3,0,1,3,25.42,29.545,73,31.0009,33,132,19,2011,8,19,4
4.077537444,3,0,1,3,25.42,28.79,83,19.9995,12,46,19,2011,8,20,4
4.682131227,3,0,1,1,25.42,28.79,83,8.9981,18,89,19,2011,8,21,4
4.812184355,3,0,1,1,24.6,27.275,88,8.9981,25,97,19,2011,8,22,4
4.672828834,3,0,1,2,24.6,27.275,88,6.0032,18,88,19,2011,8,23,4
4.691347882,3,0,0,1,18.86,22.725,72,11.0014,28,80,17,2011,9,0,5
4.394449155,3,0,0,1,18.86,22.725,72,7.0015,28,52,17,2011,9,1,5
4.382026635,3,0,0,1,18.86,22.725,82,6.0032,18,61,17,2011,9,2,5
3.36729583,3,0,0,1,18.86,22.725,72,8.9981,7,21,17,2011,9,3,5
1.791759469,3,0,0,1,18.86,22.725,72,8.9981,1,4,17,2011,9,4,5
1.791759469,3,0,0,1,18.86,22.725,72,11.0014,2,3,17,2011,9,5,5
3.135494216,3,0,0,2,18.86,22.725,72,15.0013,5,17,17,2011,9,6,5
3.63758616,3,0,0,2,18.86,22.725,77,12.998,4,33,17,2011,9,7,5
4.691347882,3,0,0,2,18.86,22.725,77,16.9979,27,81,17,2011,9,8,5
5.18178355,3,0,0,2,19.68,23.485,67,15.0013,32,145,17,2011,9,9,5
5.521460918,3,0,0,2,20.5,24.24,68,19.0012,72,177,17,2011,9,10,5
5.908082938,3,0,0,2,21.32,25,68,15.0013,119,248,17,2011,9,11,5
5.92157842,3,0,0,2,21.32,25,67,15.0013,115,257,17,2011,9,12,5
5.857933154,3,0,0,2,21.32,25,68,12.998,124,225,17,2011,9,13,5
5.697093487,3,0,0,2,21.32,25,72,12.998,123,174,17,2011,9,14,5
5.872117789,3,0,0,2,21.32,25,72,12.998,148,206,17,2011,9,15,5
5.723585102,3,0,0,1,22.14,25.76,68,16.9979,116,189,17,2011,9,16,5
5.886104031,3,0,0,1,21.32,25,72,15.0013,141,218,17,2011,9,17,5
5.799092654,3,0,0,2,21.32,25,72,15.0013,95,234,17,2011,9,18,5
5.549076085,3,0,0,1,21.32,25,68,8.9981,70,186,17,2011,9,19,5
5.176149733,3,0,0,1,21.32,25,68,8.9981,43,133,17,2011,9,20,5
5.141663557,3,0,0,2,20.5,24.24,72,12.998,49,121,17,2011,9,21,5
4.9698133,3,0,0,1,20.5,24.24,72,15.0013,31,112,17,2011,9,22,5
4.919980926,3,0,0,1,18.86,22.725,82,11.0014,36,100,17,2011,9,23,5
4.727387819,3,0,0,1,18.86,22.725,77,15.0013,24,88,18,2011,9,0,6
4.382026635,3,0,0,1,18.86,22.725,77,15.0013,13,66,18,2011,9,1,6
4.49980967,3,0,0,1,18.04,21.97,82,16.9979,21,68,18,2011,9,2,6
3.610917913,3,0,0,1,18.04,21.97,82,12.998,11,25,18,2011,9,3,6
0.693147181,3,0,0,1,18.04,21.97,77,15.0013,1,0,18,2011,9,4,6
1.945910149,3,0,0,1,18.04,21.97,77,15.0013,1,5,18,2011,9,5,6
2.564949357,3,0,0,1,18.04,21.97,77,16.9979,2,10,18,2011,9,6,6
3.80666249,3,0,0,1,18.86,22.725,72,15.0013,15,29,18,2011,9,7,6
4.248495242,3,0,0,1,18.86,22.725,72,16.9979,16,53,18,2011,9,8,6
4.94875989,3,0,0,1,19.68,23.485,67,16.9979,46,94,18,2011,9,9,6
5.564520407,3,0,0,1,20.5,24.24,72,11.0014,82,178,18,2011,9,10,6
5.762051383,3,0,0,1,21.32,25,68,15.0013,116,201,18,2011,9,11,6
5.899897354,3,0,0,1,22.14,25.76,64,8.9981,135,229,18,2011,9,12,6
5.932245187,3,0,0,1,22.96,26.515,60,8.9981,162,214,18,2011,9,13,6
5.743003188,3,0,0,2,23.78,27.275,56,8.9981,127,184,18,2011,9,14,6
5.902633333,3,0,0,2,23.78,27.275,60,8.9981,132,233,18,2011,9,15,6
5.913503006,3,0,0,2,22.96,26.515,64,11.0014,134,235,18,2011,9,16,6
5.786897381,3,0,0,2,22.96,26.515,64,12.998,95,230,18,2011,9,17,6
5.669880923,3,0,0,2,22.96,26.515,60,7.0015,66,223,18,2011,9,18,6
5.505331536,3,0,0,2,22.14,25.76,68,7.0015,54,191,18,2011,9,19,6
5.198497031,3,0,0,2,22.14,25.76,68,6.0032,44,136,18,2011,9,20,6
4.997212274,3,0,0,2,22.14,25.76,68,6.0032,37,110,18,2011,9,21,6
4.442651256,3,0,0,2,22.14,25.76,68,6.0032,9,75,18,2011,9,22,6
4.007333185,3,0,0,1,22.14,25.76,68,12.998,10,44,18,2011,9,23,6
3.63758616,3,0,1,2,21.32,25,72,11.0014,14,23,19,2011,9,0,0
2.397895273,3,0,1,2,21.32,25,72,7.0015,3,7,19,2011,9,1,0
2.63905733,3,0,1,2,21.32,25,72,8.9981,6,7,19,2011,9,2,0
1.791759469,3,0,1,2,20.5,24.24,77,8.9981,1,4,19,2011,9,3,0
2.197224577,3,0,1,2,20.5,24.24,77,11.0014,2,6,19,2011,9,4,0
3.36729583,3,0,1,2,20.5,24.24,77,12.998,2,26,19,2011,9,5,0
4.736198448,3,0,1,1,20.5,24.24,77,15.0013,6,107,19,2011,9,6,0
5.80814249,3,0,1,2,20.5,24.24,82,15.0013,20,312,19,2011,9,7,0
6.042632834,3,0,1,2,21.32,25,77,8.9981,29,391,19,2011,9,8,0
5.375278408,3,0,1,2,22.14,25.76,68,11.0014,32,183,19,2011,9,9,0
4.663439094,3,0,1,2,22.96,26.515,64,8.9981,21,84,19,2011,9,10,0
4.941642423,3,0,1,2,23.78,27.275,64,11.0014,41,98,19,2011,9,11,0
5.247024072,3,0,1,2,23.78,27.275,60,6.0032,51,138,19,2011,9,12,0
5.18178355,3,0,1,2,24.6,30.305,60,0,53,124,19,2011,9,13,0
5.241747015,3,0,1,2,24.6,30.305,60,12.998,45,143,19,2011,9,14,0
5.236441963,3,0,1,2,24.6,30.305,60,15.0013,44,143,19,2011,9,15,0
5.575949103,3,0,1,2,24.6,30.305,60,11.0014,55,208,19,2011,9,16,0
6.343880434,3,0,1,2,23.78,27.275,64,8.9981,85,483,19,2011,9,17,0
6.293419279,3,0,1,2,22.96,26.515,68,8.9981,56,484,19,2011,9,18,0
5.926926026,3,0,1,2,22.96,26.515,68,7.0015,41,333,19,2011,9,19,0
5.446737372,3,0,1,2,22.96,26.515,68,8.9981,27,204,19,2011,9,20,0
5.303304908,3,0,1,2,22.96,26.515,68,11.0014,19,181,19,2011,9,21,0
4.86753445,3,0,1,2,22.96,26.515,68,11.0014,25,104,19,2011,9,22,0
4.234106505,3,0,1,2,22.96,26.515,73,12.998,13,55,19,2011,9,23,0
3.63758616,4,0,1,1,22.14,25.76,56,22.0028,12,25,17,2011,10,0,0
2.890371758,4,0,1,1,22.96,26.515,54,26.0027,2,15,17,2011,10,1,0
2.079441542,4,0,1,1,22.96,26.515,54,26.0027,4,3,17,2011,10,2,0
1.098612289,4,0,1,1,22.96,26.515,49,12.998,0,2,17,2011,10,3,0
1.791759469,4,0,1,1,21.32,25,59,11.0014,2,3,17,2011,10,4,0
